,title,link,description,garage,price,home_type,city,date,source_link,home_size,home_area,floor,elevator,price_per_sqr_meter,neighborhood,price_per_sqr_meter_bin,price_bin,home_area_bin,street_names
0,apartamento t0 em sao joao da caparica costa de caparica,https://www.idealista.pt/imovel/33182313/,"Apartamento T0, com vista de Mar.
Não perca a oportunidade de viver num apartamento que lhe oferece uma qualidade de vida única.
Situado em São João de Caparica, uma das mais nobres e prestigiadas áreas da Costa de Caparica, zona calma e tranquila, rodeada de uma extensa zona verde e a apenas 5m a pé das fabulosas pr",True,1250,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-2,t0,60,10,True,20.833334,costa de caparica,"(20.64, 24.61]","(355.38, 1364.8]","(42.28, 70.56]",sao joao da caparica costa de caparica
1,apartamento t0 em sao joao da caparica costa de caparica,https://www.idealista.pt/imovel/33225472/,"Não perca a oportunidade de viver num apartamento que lhe oferece uma qualidade de vida única.
Situado em São João de Caparica, uma das mais nobres e prestigiadas áreas da Costa de Caparica, zona calma e tranquila, rodeada de uma extensa zona verde e a apenas 5m a pé das fabulosas praias de São João de Caparica.
Inse",True,1200,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-2,t0,57,6,True,21.052631,costa de caparica,"(20.64, 24.61]","(355.38, 1364.8]","(42.28, 70.56]",sao joao da caparica costa de caparica
2,apartamento t0 na avenida da liberdade 5 caparica e trafaria almada,https://www.idealista.pt/imovel/33132721/,"Excelente apartamento t1 na Trafaria, a 2 minutos do barco para Belém, Lisboa.
Este apartamento é adequado para duas pessoas, tem uma varanda com imensa exposição solar e uma vista privilegiada sobre o rio Tejo
Condições
- contrato de 1 ano
- fiador
- 1 depósito de segurança
A Trafaria é uma bonita vila piscatória",True,1200,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-4,t0,50,1,False,24.0,almada,"(20.64, 24.61]","(355.38, 1364.8]","(42.28, 70.56]",avenida da liberdade 5 caparica
3,apartamento t0 na rua eleuterio teixeira 8 caparica e trafaria almada,https://www.idealista.pt/imovel/33394837/,"Estúdio com muita luz, casa de banho com duche, chão de madeira, cozinha equipada, gradeamento automático.
500metros da paragem do comboio do pragal, 100metros do metro de superfície de almada, supermercados perto de serviços e do hospital garcia de Horta.",True,1000,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-5,t0,50,0,False,20.0,almada,"(16.67, 20.64]","(355.38, 1364.8]","(42.28, 70.56]",almada
4,apartamento t1 em almada,https://www.idealista.pt/imovel/30954625/,"Disponível a partir de 01 de Junho de 2024.
Excelente T1 na R. Ramiro Ferrão, em frente à Escola Secundária Anselmo de Andrade. Último piso com muita luz natural, em zona muito agradável e central, com comércio e transportes (incluindo metro).
Perto dos acessos à ponte 25 de abril, IC20 e A2.
Apartamento mobilado e c",True,925,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/,t1,65,8,True,14.230769,em almada,"(12.701, 16.67]","(355.38, 1364.8]","(42.28, 70.56]",almada
5,apartamento t1 na rua vale da rosa 44 botequim  regateira  palhais charneca da caparica e sobreda,https://www.idealista.pt/imovel/33346707/,"Quem procura paz, sossego, zonas verdes e vista mar, este apartamento é para si.
Fica a 10 minutos de Almada Forum e a 20 minutos de Lisboa.
Luminoso apartamento T1 com vista mar, atualmente transformado em uma grande sala com varanda e mais um quarto com varanda. Apartamento está equipado com Ar Condicionado na sala",True,1100,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/,t1,80,3,False,13.75,charneca da caparica e sobreda,"(12.701, 16.67]","(355.38, 1364.8]","(70.56, 98.84]",rua vale da rosa 44 botequim
6,apartamento t1 em santo antonio costa de caparica,https://www.idealista.pt/imovel/33109292/,"Apartamento T1+1 em condomínio com terraço, piscina, sauna e ginásio, perto das praias da Costa de Caparica.
Apartamento constituído por sala, cozinha equipada, com copa/segundo quarto, quarto com varanda e casa de banho. Dispõem, ainda de dois roupeiros embutidos.
Inserido em condomínio com piscina, sauna, ginásio e",True,1550,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/,t1,69,1,True,22.463768,costa de caparica,"(20.64, 24.61]","(1364.8, 2349.6]","(42.28, 70.56]",santo antonio costa de caparica
7,apartamento t1  praca da liberdade centro costa de caparica,https://www.idealista.pt/imovel/33360241/,"Arrendamento por temporada
- De maio a setembro: 1.500€ por mês
- De outubro a abril: 1.300€ por mês
- Contrato de longa estadia: . 1300€ por mês
Viva o sonho à beira-mar: Casa encantadora na Praia da Costa da Caparica!
Bem-vindo ao seu refúgio à beira-mar na bela Costa da Caparica, Almada! Situada a apenas 500 met",True,1500,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/,t1,45,1,True,33.333332,costa de caparica,"(32.549, 36.518]","(1364.8, 2349.6]","(42.28, 70.56]",costa de caparica
8,apartamento t1 em santo antonio costa de caparica,https://www.idealista.pt/imovel/33353117/,"Apartamento T1 em Santo António da Caparica, inserido num terceiro andar de prédio sem elevador.
Constituído por uma sala com cozinha incorporada, equipada com fogão, esquentador, microondas, frigorifico, máquina de lavar roupa, máquina de lavar louça, casa de banho com banheira e quarto com roupeiro.
Pode usufruir a",True,1000,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/,t1,54,3,False,18.518518,costa de caparica,"(16.67, 20.64]","(355.38, 1364.8]","(42.28, 70.56]",santo antonio costa de caparica
9,apartamento t1 em caparica e trafaria almada,https://www.idealista.pt/imovel/33305257/,"DISPONÍVEL A 1 DE JUNHO DE 2024
Apartamento T1 em excelentes condições, apresentando-se muito arejado e luminoso, tornando-o muito alegre e sofisticado, inserido em prédio com elevador e em excelente estado de conservação.
Constituído por áreas bastante generosas, 74,8m2, divididos em hall de entrada, sala com lareir",True,980,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/,t1,74,0,False,13.243243,almada,"(12.701, 16.67]","(355.38, 1364.8]","(70.56, 98.84]",almada
10,apartamento t1 na rua manuel luis costa centro costa de caparica,https://www.idealista.pt/imovel/33390675/,"*CONTACTO TELEFÓNICO APENAS DISPONÍVEL AOS DIAS ÚTEIS (SEG A SEX) ENTRE AS 10H - 18H*
*PHONE CONTACT ONLY AVAILABLE ON WORKING DAYS (MON-FRI) BETWEEN 10 AM - 6 PM
Este acolhedor apartamento T1 na Costa da Caparica, apenas a alguns passos da Nova Praia, oferece uma estadia confortável e acolhedora. Destacamos ainda a",True,1200,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-2,t1,50,2,True,24.0,costa de caparica,"(20.64, 24.61]","(355.38, 1364.8]","(42.28, 70.56]",rua manuel luis costa centro costa de caparica
11,apartamento t1 em caparica e trafaria almada,https://www.idealista.pt/imovel/33218333/,"Charmoso e acolhedor apartamento 'T1', situado na principal via de Santo António de Caparica, inserido em prédio em excelente estado de conservação, servido por dois elevadores, e um terraço comum, destinado a ser uma relaxante área de lazer acompanhada de uma vista de cortar a respiração.
O apartamento encontra-se re",True,1200,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-2,t1,53,5,True,22.64151,almada,"(20.64, 24.61]","(355.38, 1364.8]","(42.28, 70.56]",almada
12,apartamento t1 em almada,https://www.idealista.pt/imovel/33394381/,"Apartamento de tipologia T1 em prédio totalmente remodelado há 5 anos, imóvel com ventilação cruzada fica situado no piso 0, zona de envolvência maioritariamente habitacional, próximo de umas das artérias principias de Almada com comercio local e restauração e supermercados de média dimensão, todo o apartamento está or",True,918,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-2,t1,55,0,False,16.690908,em almada,"(16.67, 20.64]","(355.38, 1364.8]","(42.28, 70.56]",almada
13,apartamento t1 no largo soeiro pereira gomes cova da piedade almada  cova da piedade  pragal  cacilhas,https://www.idealista.pt/imovel/33371542/,"Apartamento T1 para arrendamento mobilado e equipado, com elevador
Bem-vindo a este acolhedor apartamento T1 mobilado e equipado.
Situado num bairro tranquilo e familiar, e a 5 min de transportes (metro superfície e autocarros), este T1 oferece a oportunidade de disfrutar da vida sem complicações.
Apartamento mobila",True,1200,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-2,t1,54,1,True,22.222221,almada cova da piedade pragal cacilhas,"(20.64, 24.61]","(355.38, 1364.8]","(42.28, 70.56]",cova da piedade pragal cacilhas
14,apartamento t1  praca padre manuel bernardes centro costa de caparica,https://www.idealista.pt/imovel/33105509/,"Apartamento T1 para arrendamento na Costa da Caparica, a 100 metros da praia!
Imóvel inserido em prédio com porteiro, numa zona privilegiada da cidade da Costa da Caparica, junto a comércio, serviços e transportes.
O apartamento fica mobilado e é composto por quarto com roupeiro embutido, wc, cozinha renovada e equi",True,1500,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-2,t1,54,3,True,27.777779,costa de caparica,"(24.61, 28.579]","(1364.8, 2349.6]","(42.28, 70.56]",costa de caparica
15,apartamento t1 na avenida general humberto delgado s n centro costa de caparica,https://www.idealista.pt/imovel/33355775/,"T1 para Arrendar na 1ª Linha do Mar na Costa de Caparica numa Localização Privilegiada, inserido num 4ª andar de um Condomínio organizado com 2 Elevadores
IMPORTANTE: Estão a ser concluídas as remodelações da Casa de Banho e Cozinha, serão entregues no estado ""novo"" ainda no mês de maio.
Proximidades de Comércios, Ce",True,1200,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-2,t1,46,0,False,26.086956,costa de caparica,"(24.61, 28.579]","(355.38, 1364.8]","(42.28, 70.56]",costa de caparica
16,apartamento t1 em sao joao da caparica costa de caparica,https://www.idealista.pt/imovel/33104724/,"Excelente T1, com boas áreas, constituído por hall, WC completo com banheira, cozinha americana, quarto com roupeiro embutido e sala com varanda.
Tem um lugar de estacionamento e acesso à piscina do condomínio.",True,1112,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-3,t1,62,0,False,17.935484,costa de caparica,"(16.67, 20.64]","(355.38, 1364.8]","(42.28, 70.56]",costa de caparica
17,apartamento t1 na rua engenheiro henrique mendia centro costa de caparica,https://www.idealista.pt/imovel/33334018/,"RR Imóveis tem para lhe apresentar um Excelente Apartamento T1, Totalmente Remodelado e Mobilado, num 3º andar com elevadores, numa das zonas mais prestigiadas da Costa da Caparica com vista para o mar. Onde é abrangido pelos mais variados serviços, transportes e comércio.
Venha conhecer, marque já a sua visita!
Este",True,1250,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-3,t1,45,3,True,27.777779,costa de caparica,"(24.61, 28.579]","(355.38, 1364.8]","(42.28, 70.56]",costa de caparica
18,apartamento t1 na rua joao de azevedo santo antonio costa de caparica,https://www.idealista.pt/imovel/33119747/,"Apartamento T1 localizado na Costa de Caparica perto das praias de São João - Média Duração
O apartamento oferece uma cozinha totalmente equipada, ligada de forma harmoniosa a uma sala ampla, criando um ambiente espaçoso e convidativo. Muita luz natural.
Casa de banho com base de duche e janela. Fornecemos roupa de ca",True,2500,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-3,t1,78,2,False,32.05128,costa de caparica,"(28.579, 32.549]","(2349.6, 3334.4]","(70.56, 98.84]",rua joao de azevedo santo antonio costa de caparica
19,apartamento t1 em centro costa de caparica,https://www.idealista.pt/imovel/33379478/,"Apartamento T1, na Costa da Caparica, em plena Av. General Humberto Delgado, frente mar, mobilado, com varanda, piscina, estacionamento e vista frontal mar. Desfrute do imenso oceano e do sol da caparica, sem sair de casa! Condomínio com piscina e estacionamento. A Oportunidade é Agora!",True,1700,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-4,t1,68,0,False,25.0,costa de caparica,"(24.61, 28.579]","(1364.8, 2349.6]","(42.28, 70.56]",costa de caparica
20,duplex na rua joao da silva marques 20 caparica e trafaria almada,https://www.idealista.pt/imovel/33145142/,"Disponível para Aluguer semanal ou quinzenal. Apartamento localizado a 5 minutos das principais praias da Costa da Caparica apartamento disponível a partir de 15 de maio de 2024 até 21 de julho de 2024 e de 21 de agosto de 2024 a julho de 2025. A casa está mobiliada, com cozinha equipada, roupa de cama e acessórios par",True,1200,duplex,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-5,t1,65,2,False,18.461538,almada,"(16.67, 20.64]","(355.38, 1364.8]","(42.28, 70.56]",rua joao da silva
21,apartamento t1 na rua da pecuaria 35 marco cabaco  vale cavala charneca da caparica e sobreda,https://www.idealista.pt/imovel/32296219/,"Apartamento T1 Equipado e Mobilado, 59 m2 – Charneca de Caparica 700,00 €
Apartamento situado em Vale de Cavala a 300 m da farmácia, 350 m do McDonald’s, 450 m do Continente e 1900 m da Praia, junto a comércio, transportes e serviços.
Tipologia T1, área total 59 m² com 1 Quarto Casal mobilado com cama de casal, Sala ki",True,700,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-5,t1,59,2,False,11.864407,charneca da caparica e sobreda,"(8.731, 12.701]","(355.38, 1364.8]","(42.28, 70.56]",charneca da caparica
22,apartamento t1 em centro costa de caparica,https://www.idealista.pt/imovel/33086007/,"[PT] Disponível em: 18/06/2024.
Reserve em linha clicando abaixo do mapa em ""Ligação adicional"".
[ENG] Available from: 18/06/2024.
Book online by clicking on ""additional link"" under the map.
*************
[PT] COMO É QUE FUNCIONA O SPACEST.COM?
Spacest.com é uma plataforma online para alugueres de médio-longo praz",True,3400,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-5,t1,48,1,False,70.833336,costa de caparica,"(68.274, 72.244]","(3334.4, 4319.2]","(42.28, 70.56]",costa de caparica
23,moradia em caparica e trafaria almada,https://www.idealista.pt/imovel/33146811/,"RESERVAS E PEDIDOS DE INFORMAÇÃO
Para obter informações detalhadas e reservar online, clique abaixo do mapa em “Link Adicional”.
TERMOS E CONDIÇÕES DE ALOJAMENTO:
- Data de Disponibilidade: 01/06/2024
- Duração Mínima de Aluguer: 30 dias
- Número Máximo de Hóspedes: 2
- Todas as Despesas Incluídas: Não, para mais info",True,1500,moradia,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-5,t1,77,0,False,19.48052,almada,"(16.67, 20.64]","(1364.8, 2349.6]","(70.56, 98.84]",caparica
24,duplex na rua 5 de outubro 49 caparica e trafaria almada,https://www.idealista.pt/imovel/33132670/,"Excelente apartamento t1 duplex junto ao rio, este apartamento encontra-se no coração da Trafaria, a 5 minutos do barco para Belém, Lisboa.
A casa foi recentemente remodelada, tem ar condicionado, a sala e a cozinha encontram-se no andar térreo juntamente com um espaço bastante agradável no exterior, no primeiro andar",True,800,duplex,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-5,t1,50,0,False,16.0,almada,"(12.701, 16.67]","(355.38, 1364.8]","(42.28, 70.56]",almada
25,apartamento t1 na avenida general humberto delgado centro costa de caparica,https://www.idealista.pt/imovel/33326401/,"Este Lindo Apartamento na Costa da Caparica, Localizado no 8º Andar de um Prédio particular com Elevador, Piscina, Espaço de Garagem, incluído no preço, Perfeito para admirar a Vista da Praia,
Em uma das principais avenidas da Costa da Caparica, Apartamento Estudio, com Cozinha, Casa de Banho e o Melhor! Uma varanda P",True,1100,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-5,t1,45,8,True,24.444445,costa de caparica,"(20.64, 24.61]","(355.38, 1364.8]","(42.28, 70.56]",costa de caparica
26,apartamento t1 na travessa manuel da maia vale fetal  vale rosal charneca da caparica e sobreda,https://www.idealista.pt/imovel/33352832/,"Apartamento T1 | Equipado e Mobilado | 60 m2 | Charneca de Caparica
O apartamento dispõe de um quarto com roupeiro, sala, cozinha equipada e casa de banho.
Este apartamento tem perto de si todo o tipo de comércio e serviços, à porta, assim como transportes a 15 minutos das praias da Costa da Caparica.
Condições para ar",True,900,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-6,t1,72,0,False,12.5,charneca da caparica e sobreda,"(8.731, 12.701]","(355.38, 1364.8]","(70.56, 98.84]",charneca da caparica
27,apartamento t1  av general humberto delgado centro costa de caparica,https://www.idealista.pt/imovel/33051828/,"Este lindo apartamento na Costa da Caparica, localizado no 10º andar, perfeito para admirar a vista da praia, prédio com elevador e piscina, além de lugar de garagem sem custos adicionais, em uma das principais avenidas da Costa da Caparica,
Apartamento com 1 quarto, 1 cozinha fechada, casa de banho e 1 varanda ampla",True,1500,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-6,t1,73,10,True,20.547945,costa de caparica,"(16.67, 20.64]","(1364.8, 2349.6]","(70.56, 98.84]",costa de caparica
28,apartamento t1 na rua engenheiro henrique mendia 28 centro costa de caparica,https://www.idealista.pt/imovel/33298384/,"Apartamento completamente remodelado, em frente à praia e com vista mar.
Prédio com porteira, numa zona calma, ainda que central, perto de restaurantes, farmácias, supermercados, etc.
Facilidade de estacionamento junto ao prédio.
O apartamento fica mobilado.
Características Principais:
•Tipologia: T1
•Sala: Ampla",True,1200,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-6,t1,45,3,True,26.666666,costa de caparica,"(24.61, 28.579]","(355.38, 1364.8]","(42.28, 70.56]",costa de caparica
29,apartamento t1 na avenida fundacao 30 cova da piedade almada  cova da piedade  pragal  cacilhas,https://www.idealista.pt/imovel/30678075/,,True,800,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-6,t1,70,3,True,11.428572,almada cova da piedade pragal cacilhas,"(8.731, 12.701]","(355.38, 1364.8]","(42.28, 70.56]",cova da piedade pragal cacilhas
30,apartamento t1 na praca de 9 de julho 16 centro costa de caparica,https://www.idealista.pt/imovel/32197600/,"T1 no centro da Costa de Caparica e a 500 metros da praia, remodelado e em excelente estado.
10 andar com elevador em zona calma e com facilidade no estacionamento não condicionado.
Este apartamento é composto por 1 quarto, casa de banho, 1 cozinha totalmente equipada (máquina de lavar roupa, fogão, forno, micro-onda",True,1200,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-6,t1,52,10,True,23.076923,costa de caparica,"(20.64, 24.61]","(355.38, 1364.8]","(42.28, 70.56]",costa de caparica
31,apartamento t1  praca padre manuel bernardes 2 centro costa de caparica,https://www.idealista.pt/imovel/30378943/,"Apartamento t1 com
capacidade para 4 pessoas para alugar. Tem 1 quarto com cama de casal , e na sala tem um sofá cama. Fica perto de transportes públicos,
supermercados, comércio, cafés, restaurantes e a 5min a pé da praiaPreço incluí TV, Internet, frigorifico, forno, fogão, micro-ondas, torradeira, maquina de lavar",True,1200,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-6,t1,75,7,True,16.0,costa de caparica,"(12.701, 16.67]","(355.38, 1364.8]","(70.56, 98.84]",costa de caparica
32,apartamento t1 na alameda do castelo 9 almada,https://www.idealista.pt/imovel/33392863/,,True,1250,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-6,t1,55,0,False,22.727272,almada,"(20.64, 24.61]","(355.38, 1364.8]","(42.28, 70.56]",almada
33,apartamento t1 na avenida general humberto delgado 13 centro costa de caparica,https://www.idealista.pt/imovel/33303646/,"Aluguer de Temporada - Aconchegante Apartamento à Beira-Mar
**Desfrute de férias relaxantes em frente ao mar neste apartamento acolhedor! **
**Perfeito para: **
* Casal ou casal com filhos
* Solteiros que desejam um refúgio tranquilo
* Viajantes que apreciam conforto e praticidade
**O apartamento: **
* Quarto com",True,1500,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-6,t1,50,2,True,30.0,costa de caparica,"(28.579, 32.549]","(1364.8, 2349.6]","(42.28, 70.56]",costa de caparica
34,apartamento t1 em santo antonio costa de caparica,https://www.idealista.pt/imovel/33033498/,"RESERVAS E PEDIDOS DE INFORMAÇÃO
Para obter informações detalhadas e reservar online, clique abaixo do mapa em “Link Adicional”.
TERMOS E CONDIÇÕES DE ALOJAMENTO:
- Data de Disponibilidade: 01/08/2024
- Duração Mínima de Aluguer: 27 dias
- Número Máximo de Hóspedes: 2
- Todas as Despesas Incluídas: Não, para mais info",True,1000,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-6,t1,55,0,False,18.181818,costa de caparica,"(16.67, 20.64]","(355.38, 1364.8]","(42.28, 70.56]",santo antonio costa de caparica
35,apartamento t1 em centro do feijo laranjeiro e feijo,https://www.idealista.pt/imovel/32762759/,"RESERVAS E PEDIDOS DE INFORMAÇÃO
Para obter informações detalhadas e reservar online, clique abaixo do mapa em “Link Adicional”.
TERMOS E CONDIÇÕES DE ALOJAMENTO:
- Data de Disponibilidade: 16/07/2024
- Duração Mínima de Aluguer: 27 dias
- Número Máximo de Hóspedes: 3
- Todas as Despesas Incluídas: Sim, para mais info",True,1000,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-6,t1,63,0,False,15.873015,laranjeiro e feijo,"(12.701, 16.67]","(355.38, 1364.8]","(42.28, 70.56]",laranjeiro e feijo
36,apartamento t1 na rua dos pinheiros 142 herdade da aroeira aroeira charneca da caparica e sobreda,https://www.idealista.pt/imovel/33353667/,"Apartamento T1 + 1 para arrendar na Herdade da Aroeira, totalmente mobilado e equipado.",True,1300,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-6,t1,90,2,False,14.444445,charneca da caparica e sobreda,"(12.701, 16.67]","(355.38, 1364.8]","(70.56, 98.84]",charneca da caparica
37,apartamento t1 na rua capitao leitao 4 almada,https://www.idealista.pt/imovel/30678757/,"Arrenda-se apartamento com terraço, totalmente remodelado, em prédio com elevador
1 quarto com roupeiro
1 sala com kitchenet equipada com forno, placa, frigorífico e termo acumulador
1 wc com polibam
Terraço com muita privacidade
Zona muito central, perto de estação de metro, barcos para Lisboa e comboio da ponte,",True,850,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-6,t1,50,1,True,17.0,almada,"(16.67, 20.64]","(355.38, 1364.8]","(42.28, 70.56]",almada
38,apartamento t1 em centro costa de caparica,https://www.idealista.pt/imovel/33352932/,"Poder sentir o cheiro do mar todos os dias!
É o que apresentamos com esta fantástica solução de Arrendamento.
Na Costa da Caparica, a 5min a pé da praia, encontra este acolhedor T1 com um quarto, sala/kitchnette e casa de banho.
Conta ainda com um parqueamento para o seu carro, moto ou bicicleta.
Condições de Arren",True,1000,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-6,t1,42,0,False,23.809525,costa de caparica,"(20.64, 24.61]","(355.38, 1364.8]","(13.293, 42.28]",costa de caparica
39,apartamento t1 em centro costa de caparica,https://www.idealista.pt/imovel/33257530/,"Apartamento T1 para arrendamento em Costa de Caparica.
Excelente Apartamento T1 Mobilado e Equipado no Centro da Costa de Caparica.
 Perto de todo o Comércio, Serviços e Transportes.
Perto da Praia - 10 minutos a pé.
Perto de LISBOA.
Marque já a sua visita.",True,750,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-6,t1,54,0,False,13.888889,costa de caparica,"(12.701, 16.67]","(355.38, 1364.8]","(42.28, 70.56]",costa de caparica
40,apartamento t1 na avenida 25 de abril 19 centro costa de caparica,https://www.idealista.pt/imovel/30994972/,Atualmente disponível de 1 a 15 de agosto (650€).,True,800,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-7,t1,50,5,True,16.0,costa de caparica,"(12.701, 16.67]","(355.38, 1364.8]","(42.28, 70.56]",avenida 25 de abril
41,apartamento t1 na rua antonio pinheiro centro costa de caparica,https://www.idealista.pt/imovel/33339095/,"aluguer sem moveis de apartamento T1 necessário ter fiador, tem cozinha separada, 1 casa de banho, localizado no centro da Costa de Caparica, em Edifício de zona muito calma, podendo a pé deslocar-se para todo o comercio: Correios, Supermercados, Bancos, Mercado, junta de Freguesia, Farmácias, Finanças, Bomba de gasoli",True,800,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-7,t1,73,1,True,10.958904,costa de caparica,"(8.731, 12.701]","(355.38, 1364.8]","(70.56, 98.84]",rua antonio pinheiro centro costa de caparica
42,apartamento t1 na rua rainha santa isabel cova da piedade almada  cova da piedade  pragal  cacilhas,https://www.idealista.pt/imovel/33046944/,,True,1350,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/pagina-7,t1,78,5,True,17.307692,almada cova da piedade pragal cacilhas,"(16.67, 20.64]","(355.38, 1364.8]","(70.56, 98.84]",cova da piedade pragal cacilhas
43,apartamento t2 em santo antonio costa de caparica,https://www.idealista.pt/imovel/32744859/,"T2 de 70m2, luminoso, mobilado e equipado na Costa da Caparica – disponível a partir de 01/06, por um período mínimo de 1 ano, para um máximo de 4 pessoas.
**DESCRIÇÃO**
Arrenda-se fantástico apartamento T2 no tranquilo bairro de Santo António, na vibrante Costa da Caparica. Este imóvel de 70m2, situado no primeiro an",True,1150,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/,t2,71,1,False,16.197184,costa de caparica,"(12.701, 16.67]","(355.38, 1364.8]","(70.56, 98.84]",santo antonio costa de caparica
44,apartamento t2 na avenida rainha dona leonor s n almada,https://www.idealista.pt/imovel/33396657/,"Apartamento de 2 assoalhadas, totalmente remodelado, localização central, próximo de escolas, creches, supermercado, comércio, serviços e transportes.
1 Sala + 2 Quartos
Roupeiros Embutidos
WC c/ Base de Duche
Caixilharia PVC com janelas oscilobatentes/vidro duplo
Estores eléctricos
Duas frentes / muito soalheiro
Cozi",True,1200,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/,t2,72,0,False,16.666666,almada,"(12.701, 16.67]","(355.38, 1364.8]","(70.56, 98.84]",avenida rainha dona leonor almada
45,apartamento t2 na rua de santo antonio s n caparica e trafaria almada,https://www.idealista.pt/imovel/33385236/,"Apartamento T2 Mobilado em Santo António / Costa da Caparica
O apartamento foi recentemente remodelado possui aquecimento Central e situa-se numa zona tranquila, a 5 minutos a pé da praia e 2 minutos do Parque de Santo António.
Serviços públicos e comércio local.
Excelente exposição solar.
Primeiro andar com elevador.",True,1300,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/,t2,90,0,False,14.444445,almada,"(12.701, 16.67]","(355.38, 1364.8]","(70.56, 98.84]",santo antonio
46,apartamento t2 na rua da cooperativa piedense cova da piedade almada  cova da piedade  pragal  cacilhas,https://www.idealista.pt/imovel/33388609/,"Apartamento T2 acabado de remodelar, no centro da Cova da Piedade, Almada.
Apartamento com duas frentes, com uma excelente exposição solar, e maravilhoso terraço com vista sobre a cidade e rio Tejo.
Trata-se de um 6º andar, em prédio com elevador
Imóvel composto por:
- Cozinha e sala em open space, com acesso a terr",True,1100,apartamento,almada,2024-05-15,https://www.idealista.pt/arrendar-casas/almada/,t2,69,6,True,15.942029,almada cova da piedade pragal cacilhas,"(12.701, 16.67]","(355.38, 1364.8]","(42.28, 70.56]",cova da piedade almada cova da piedade pragal cacilhas
